Unnamed: 0.1,Unnamed: 0,Player,Market value,Nation,Pos,Club_x,Leauge,Age,MP,Starts,Min,Gls,Ast,PK_x,PKatt_x,CrdY,CrdR,Gls90,Ast90,G+A,Gls+Ast,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Tackle,TackleW,TakleD,Tkl%,Press,Succ_x,%,Blocks,ShotB,PassB,Int,Clr,Passes Completed,Passes Attempted,Cmp%,Touches,Succ_y,Att,Succ%,#Pl
0,0,Kylian Mbappé,180000000,FRA,FW,Paris S-G,Ligue1,20.0,49.0,41.0,3856.0,51.0,12.0,1.0,2.0,5.0,1.0,1.19,0.28,1.47,63.0,0.0,0.0,209.0,114.0,0.0,54.55,4.88,2.66,0.24,0.45,11.0,6.0,2.0,11.1,418.0,98.0,23.44,14.0,6.0,8.0,7.0,3.0,1152.0,1494.0,77.11,2120.0,132.0,247.0,53.44,152.0
1,1,Raheem Sterling,128000000,ENG,FW,Manchester City,Premier Leauge,24.0,60.0,56.0,4968.0,29.0,10.0,0.0,1.0,8.0,0.0,0.53,0.18,0.71,39.0,0.0,1.0,153.0,62.0,1.0,40.52,2.77,1.12,0.19,0.47,62.0,41.0,18.0,31.0,849.0,249.0,29.33,58.0,4.0,54.0,27.0,13.0,1963.0,2414.0,81.32,3209.0,139.0,258.0,53.88,151.0
2,2,Neymar,128000000,BRA,"MF,FW",Paris S-G,Ligue1,27.0,32.0,31.0,2757.0,28.0,13.0,9.0,10.0,6.0,1.0,0.91,0.42,1.33,41.0,4.0,5.0,115.0,52.0,10.0,45.22,3.75,1.7,0.24,0.54,31.0,17.0,9.0,18.5,381.0,103.0,27.03,24.0,0.0,24.0,10.0,2.0,1588.0,2016.0,78.77,2696.0,164.0,292.0,56.16,184.0
3,3,Sadio Mané,120000000,SEN,FW,Liverpool,Premier Leauge,27.0,64.0,61.0,5327.0,37.0,8.0,0.0,0.0,4.0,0.0,0.63,0.14,0.77,45.0,0.0,0.0,150.0,72.0,0.0,48.0,2.53,1.22,0.25,0.51,90.0,61.0,22.0,34.9,1151.0,342.0,29.71,64.0,8.0,56.0,28.0,11.0,1728.0,2214.0,78.05,3050.0,128.0,212.0,60.38,142.0
4,4,Mohamed Salah,120000000,EGY,FW,Liverpool,Premier Leauge,27.0,65.0,64.0,5579.0,39.0,15.0,6.0,6.0,2.0,0.0,0.63,0.24,0.87,54.0,3.0,3.0,240.0,103.0,3.0,42.92,3.87,1.66,0.16,0.38,34.0,25.0,7.0,15.4,1103.0,320.0,29.01,31.0,5.0,26.0,12.0,5.0,1516.0,2029.0,74.72,2893.0,137.0,229.0,59.83,148.0
5,5,Harry Kane,120000000,ENG,FW,Tottenham,Premier Leauge,26.0,50.0,49.0,4382.0,29.0,6.0,6.0,6.0,8.0,0.0,0.6,0.12,0.72,35.0,2.0,2.0,160.0,67.0,5.0,41.88,3.29,1.38,0.18,0.43,25.0,16.0,5.0,21.4,743.0,179.0,24.09,38.0,14.0,24.0,5.0,34.0,744.0,1060.0,70.19,1684.0,67.0,121.0,55.37,74.0
6,6,Kevin De Bruyne,120000000,BEL,MF,Manchester City,Premier Leauge,28.0,48.0,38.0,3311.0,12.0,19.0,1.0,1.0,5.0,0.0,0.33,0.52,0.85,31.0,2.0,2.0,116.0,35.0,8.0,30.17,3.15,0.95,0.1,0.34,55.0,37.0,15.0,18.5,770.0,216.0,28.05,39.0,3.0,36.0,20.0,21.0,2084.0,2772.0,75.18,3201.0,74.0,112.0,66.07,79.0
7,7,Jadon Sancho,117000000,ENG,"MF,FW",Dortmund,Bundesliga,19.0,66.0,51.0,4748.0,29.0,30.0,0.0,0.0,4.0,0.0,0.55,0.57,1.12,59.0,0.0,0.0,91.0,48.0,1.0,52.75,1.72,0.91,0.32,0.6,33.0,29.0,11.0,30.4,959.0,266.0,27.74,50.0,1.0,49.0,30.0,9.0,2509.0,3053.0,82.18,3729.0,214.0,364.0,58.79,232.0
8,8,Lionel Messi,112000000,ARG,FW,Barcelona,La Liga,32.0,62.0,56.0,5143.0,58.0,30.0,9.0,10.0,7.0,0.0,1.01,0.52,1.53,88.0,5.0,5.0,297.0,140.0,32.0,47.14,5.2,2.45,0.2,0.41,27.0,21.0,3.0,0.0,571.0,165.0,28.9,20.0,0.0,20.0,9.0,1.0,2907.0,3678.0,79.04,4547.0,300.0,470.0,63.83,315.0
9,9,Trent Alexander-Arnold,99000000,ENG,DF,Liverpool,Premier Leauge,20.0,60.0,57.0,5174.0,4.0,24.0,0.0,0.0,7.0,0.0,0.07,0.42,0.49,28.0,0.0,0.0,69.0,19.0,11.0,27.54,1.2,0.33,0.06,0.21,109.0,50.0,57.0,39.5,746.0,240.0,32.17,85.0,12.0,73.0,76.0,152.0,3687.0,5072.0,72.69,5698.0,45.0,92.0,48.91,52.0
10,10,Antoine Griezmann,96000000,FRA,FW,Barcelona,La Liga,28.0,69.0,65.0,5561.0,23.0,12.0,3.0,3.0,7.0,0.0,0.37,0.19,0.56,35.0,0.0,0.0,161.0,67.0,0.0,41.61,2.61,1.08,0.14,0.34,73.0,41.0,18.0,29.6,1160.0,284.0,24.48,48.0,5.0,43.0,23.0,39.0,1976.0,2554.0,77.37,3157.0,50.0,92.0,54.35,54.0
11,11,João Félix,81000000,POR,"MF,FW",Atlético Madrid,La Liga,19.0,25.0,20.0,1657.0,6.0,1.0,0.0,0.0,6.0,0.0,0.33,0.05,0.38,7.0,0.0,0.0,61.0,18.0,2.0,29.51,3.31,0.98,0.1,0.33,9.0,4.0,0.0,0.0,207.0,47.0,22.71,11.0,1.0,10.0,11.0,9.0,401.0,519.0,77.26,759.0,21.0,59.0,35.59,25.0
12,12,Kai Havertz,81000000,GER,"MF,FW",Leverkusen,Bundesliga,20.0,64.0,62.0,5348.0,29.0,9.0,4.0,4.0,5.0,0.0,0.49,0.15,0.64,38.0,1.0,1.0,143.0,64.0,0.0,44.76,2.41,1.08,0.2,0.45,57.0,44.0,19.0,19.5,814.0,254.0,31.2,66.0,8.0,58.0,19.0,49.0,2784.0,3230.0,86.19,4083.0,126.0,221.0,57.01,133.0
13,13,Bernardo Silva,80000000,POR,"MF,FW",Manchester City,Premier Leauge,24.0,63.0,50.0,4521.0,12.0,14.0,0.0,0.0,8.0,0.0,0.24,0.28,0.52,26.0,0.0,0.0,104.0,35.0,0.0,33.65,2.07,0.7,0.12,0.34,90.0,68.0,22.0,26.2,1229.0,332.0,27.01,87.0,4.0,83.0,48.0,28.0,2596.0,3049.0,85.14,3603.0,91.0,140.0,65.0,97.0
14,14,N'Golo Kanté,80000000,FRA,MF,Chelsea,Premier Leauge,28.0,57.0,55.0,4747.0,7.0,4.0,0.0,0.0,7.0,0.0,0.13,0.08,0.21,11.0,0.0,0.0,46.0,12.0,0.0,26.09,0.87,0.23,0.15,0.58,137.0,104.0,32.0,36.4,1336.0,427.0,31.96,115.0,11.0,104.0,91.0,61.0,2778.0,3195.0,86.95,3842.0,60.0,103.0,58.25,66.0
15,15,Leroy Sané,80000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,Virgil van Dijk,80000000,NED,DF,Liverpool,Premier Leauge,28.0,69.0,69.0,6174.0,8.0,3.0,0.0,0.0,2.0,0.0,0.12,0.04,0.16,11.0,0.0,0.0,57.0,19.0,0.0,33.33,0.83,0.28,0.14,0.42,63.0,44.0,19.0,40.0,286.0,99.0,34.62,70.0,33.0,37.0,72.0,454.0,5145.0,5686.0,90.49,6405.0,9.0,14.0,64.29,11.0
17,17,Paul Pogba,80000000,FRA,MF,Manchester Utd,Premier Leauge,26.0,45.0,41.0,3698.0,13.0,12.0,7.0,11.0,6.0,0.0,0.32,0.29,0.61,25.0,0.0,1.0,111.0,42.0,1.0,37.84,2.7,1.02,0.12,0.31,65.0,49.0,19.0,40.0,773.0,194.0,25.1,49.0,12.0,37.0,24.0,40.0,2307.0,2804.0,82.28,3388.0,75.0,117.0,64.1,77.0
18,18,Jan Oblak,80000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,Eden Hazard,80000000,BEL,"MF,FW",Real Madrid,La Liga,28.0,51.0,45.0,3930.0,17.0,18.0,4.0,4.0,2.0,0.0,0.39,0.41,0.8,35.0,0.0,0.0,109.0,53.0,0.0,48.62,2.5,1.21,0.16,0.32,15.0,11.0,5.0,16.7,522.0,134.0,25.67,23.0,0.0,23.0,16.0,1.0,2080.0,2569.0,80.97,3197.0,173.0,266.0,65.04,185.0
20,20,Joshua Kimmich,75000000,GER,"MF,DF",Bayern Munich,Bundesliga,24.0,67.0,66.0,5878.0,6.0,20.0,0.0,0.0,11.0,0.0,0.09,0.31,0.4,26.0,0.0,0.0,53.0,21.0,2.0,39.62,0.81,0.32,0.11,0.29,111.0,74.0,41.0,27.5,914.0,296.0,32.39,118.0,15.0,103.0,68.0,79.0,5024.0,5872.0,85.56,6480.0,67.0,99.0,67.68,72.0
21,21,Erling Haaland,72000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,Frenkie de Jong,72000000,NED,MF,Barcelona,La Liga,22.0,27.0,24.0,2071.0,2.0,2.0,0.0,0.0,3.0,1.0,0.09,0.09,0.18,4.0,0.0,0.0,4.0,4.0,0.0,100.0,0.17,0.17,0.5,0.5,30.0,22.0,5.0,27.8,308.0,96.0,31.17,24.0,7.0,17.0,23.0,17.0,1470.0,1590.0,92.45,1762.0,35.0,50.0,70.0,37.0
23,23,Paulo Dybala,72000000,ARG,"MF,FW",Juventus,Serie A,25.0,57.0,44.0,3894.0,15.0,9.0,2.0,2.0,6.0,0.0,0.35,0.21,0.56,24.0,1.0,1.0,149.0,48.0,10.0,32.21,3.44,1.11,0.1,0.31,35.0,27.0,6.0,16.0,786.0,185.0,23.54,53.0,2.0,51.0,26.0,2.0,2194.0,2618.0,83.8,3244.0,106.0,193.0,54.92,116.0
24,24,Serge Gnabry,72000000,GER,"MF,FW",Bayern Munich,Bundesliga,24.0,61.0,47.0,3955.0,22.0,15.0,0.0,0.0,0.0,0.0,0.5,0.34,0.84,37.0,0.0,0.0,161.0,72.0,0.0,44.72,3.66,1.64,0.14,0.31,81.0,57.0,23.0,35.1,869.0,269.0,30.96,51.0,2.0,49.0,26.0,7.0,1572.0,1967.0,79.92,2616.0,117.0,213.0,54.93,129.0
25,25,Saúl Ñíguez,72000000,ESP,"MF,DF",Atlético Madrid,La Liga,24.0,64.0,63.0,5708.0,10.0,1.0,2.0,3.0,18.0,0.0,0.16,0.02,0.18,11.0,2.0,2.0,93.0,28.0,2.0,30.11,1.47,0.44,0.11,0.36,173.0,121.0,61.0,36.0,1322.0,355.0,26.85,190.0,26.0,164.0,95.0,158.0,2519.0,3227.0,78.06,4067.0,75.0,113.0,66.37,81.0
26,26,Roberto Firmino,72000000,BRA,FW,Liverpool,Premier Leauge,27.0,65.0,60.0,5154.0,20.0,13.0,1.0,1.0,0.0,0.0,0.35,0.23,0.58,33.0,0.0,0.0,165.0,65.0,0.0,39.39,2.88,1.14,0.12,0.31,64.0,51.0,15.0,32.3,1372.0,398.0,29.01,84.0,8.0,76.0,13.0,30.0,1880.0,2338.0,80.41,3041.0,113.0,169.0,66.86,123.0
27,27,Alisson,72000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,Marc-André ter Stegen,72000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,Romelu Lukaku,68000000,BEL,FW,Inter,Serie A,26.0,61.0,49.0,4567.0,31.0,2.0,5.0,5.0,6.0,0.0,0.61,0.04,0.65,33.0,5.0,5.0,142.0,68.0,1.0,47.89,2.8,1.34,0.22,0.46,21.0,12.0,6.0,33.3,567.0,145.0,25.57,28.0,11.0,17.0,3.0,46.0,836.0,1217.0,68.69,1762.0,43.0,70.0,61.43,46.0
30,30,Christian Eriksen,68000000,DEN,"MF,FW",Tottenham,Premier Leauge,27.0,55.0,40.0,3871.0,10.0,14.0,0.0,0.0,8.0,0.0,0.23,0.33,0.56,24.0,0.0,0.0,110.0,40.0,7.0,36.36,2.56,0.93,0.09,0.25,60.0,39.0,18.0,21.7,933.0,244.0,26.15,63.0,5.0,58.0,25.0,19.0,2089.0,2728.0,76.58,3162.0,24.0,49.0,48.98,26.0
31,31,Christian Eriksen,68000000,DEN,MF,Inter,Serie A,27.0,,,,,,,,,,,,,,0.0,0.0,,,2.0,,,,,,,,,8.3,,,,,,,,,,,,,,,,
32,32,Matthijs de Ligt,67500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,David Alaba,65000000,AUT,DF,Bayern Munich,Bundesliga,27.0,59.0,56.0,5028.0,4.0,4.0,0.0,0.0,4.0,0.0,0.07,0.07,0.14,8.0,0.0,0.0,65.0,23.0,6.0,35.38,1.16,0.41,0.06,0.17,57.0,38.0,19.0,41.7,456.0,187.0,41.01,88.0,14.0,74.0,66.0,106.0,4018.0,4615.0,87.06,5043.0,32.0,45.0,71.11,33.0
34,34,Lautaro Martínez,64000000,ARG,FW,Inter,Serie A,21.0,53.0,36.0,3273.0,18.0,4.0,3.0,3.0,12.0,1.0,0.49,0.11,0.6,22.0,2.0,2.0,157.0,53.0,1.0,33.76,4.32,1.46,0.11,0.34,17.0,10.0,4.0,8.3,699.0,170.0,24.32,49.0,4.0,45.0,18.0,18.0,423.0,649.0,65.18,1228.0,55.0,92.0,59.78,58.0
35,35,Rodri,64000000,ESP,MF,Manchester City,Premier Leauge,23.0,63.0,56.0,4857.0,6.0,2.0,0.0,0.0,13.0,0.0,0.11,0.04,0.15,8.0,0.0,0.0,45.0,16.0,0.0,35.56,0.83,0.3,0.13,0.38,166.0,130.0,54.0,38.3,1140.0,353.0,30.96,74.0,19.0,55.0,66.0,124.0,3823.0,4147.0,92.19,4652.0,45.0,57.0,78.95,46.0
36,36,Sergej Milinkovic-Savic,64000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,Marcus Rashford,64000000,ENG,FW,Manchester Utd,Premier Leauge,21.0,58.0,51.0,4455.0,24.0,12.0,5.0,7.0,5.0,1.0,0.48,0.24,0.72,36.0,5.0,7.0,153.0,70.0,14.0,45.75,3.09,1.41,0.16,0.34,30.0,14.0,11.0,30.4,757.0,188.0,24.83,38.0,2.0,36.0,11.0,36.0,1122.0,1500.0,74.8,2223.0,112.0,207.0,54.11,121.0
38,38,Andrew Robertson,64000000,SCO,DF,Liverpool,Premier Leauge,25.0,65.0,64.0,5743.0,1.0,19.0,0.0,0.0,5.0,0.0,0.02,0.3,0.32,20.0,0.0,0.0,31.0,10.0,0.0,32.26,0.49,0.16,0.03,0.1,132.0,74.0,58.0,47.5,835.0,261.0,31.26,106.0,13.0,93.0,65.0,126.0,4263.0,5240.0,81.35,5848.0,48.0,82.0,58.54,56.0
39,39,Dele Alli,64000000,ENG,"MF,FW",Tottenham,Premier Leauge,23.0,48.0,43.0,3641.0,13.0,7.0,1.0,1.0,6.0,0.0,0.32,0.17,0.49,20.0,1.0,1.0,79.0,36.0,0.0,45.57,1.95,0.89,0.16,0.36,72.0,54.0,14.0,25.0,945.0,260.0,27.51,88.0,11.0,77.0,31.0,31.0,1461.0,1848.0,79.06,2434.0,60.0,120.0,50.0,69.0
40,40,Timo Werner,64000000,GER,FW,RB Leipzig,Bundesliga,23.0,64.0,62.0,5304.0,44.0,15.0,3.0,4.0,5.0,0.0,0.75,0.25,1.0,59.0,3.0,3.0,219.0,97.0,0.0,44.29,3.72,1.65,0.2,0.45,31.0,19.0,5.0,15.0,791.0,211.0,26.68,43.0,4.0,39.0,8.0,8.0,1374.0,1909.0,71.97,2685.0,104.0,195.0,53.33,119.0
41,41,Raphaël Varane,64000000,FRA,DF,Real Madrid,La Liga,26.0,60.0,59.0,5274.0,5.0,1.0,0.0,0.0,2.0,1.0,0.09,0.02,0.11,6.0,0.0,0.0,26.0,6.0,0.0,23.08,0.44,0.1,0.19,0.83,65.0,49.0,13.0,31.8,389.0,145.0,37.28,84.0,24.0,60.0,59.0,307.0,2817.0,3160.0,89.15,3694.0,16.0,24.0,66.67,18.0
42,42,Heung-min Son,64000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,Casemiro,64000000,BRA,MF,Real Madrid,La Liga,27.0,58.0,56.0,4891.0,7.0,2.0,0.0,0.0,18.0,1.0,0.13,0.04,0.17,9.0,0.0,0.0,82.0,21.0,3.0,25.61,1.51,0.39,0.09,0.33,186.0,127.0,66.0,37.6,1041.0,364.0,34.97,143.0,23.0,120.0,108.0,123.0,3019.0,3526.0,85.62,4231.0,32.0,46.0,69.57,33.0
44,44,Alphonso Davies,60000000,CAN,DF,Bayern Munich,Bundesliga,18.0,35.0,24.0,2314.0,4.0,5.0,0.0,0.0,5.0,1.0,0.16,0.19,0.35,9.0,0.0,0.0,14.0,6.0,0.0,42.86,0.54,0.23,0.29,0.67,80.0,50.0,30.0,56.6,443.0,189.0,42.66,57.0,4.0,53.0,36.0,54.0,1616.0,1870.0,86.42,2264.0,95.0,153.0,62.09,103.0
45,45,Aymeric Laporte,60000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,Marco Verratti,60000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,Mauro Icardi,60000000,ARG,FW,Paris S-G,Ligue1,26.0,49.0,38.0,3534.0,23.0,6.0,5.0,6.0,0.0,0.0,0.59,0.15,0.74,29.0,0.0,0.0,103.0,41.0,0.0,39.81,2.62,1.04,0.22,0.56,16.0,10.0,3.0,0.0,585.0,174.0,29.74,17.0,6.0,11.0,3.0,29.0,469.0,628.0,74.68,944.0,16.0,28.0,57.14,18.0
48,48,Cristiano Ronaldo,60000000,POR,FW,Juventus,Serie A,34.0,56.0,55.0,4885.0,45.0,12.0,14.0,15.0,5.0,0.0,0.83,0.22,1.05,57.0,9.0,9.0,313.0,114.0,12.0,36.42,5.77,2.1,0.14,0.39,21.0,15.0,5.0,7.7,492.0,111.0,22.56,24.0,9.0,15.0,12.0,49.0,1790.0,2157.0,82.99,2949.0,98.0,167.0,58.68,103.0
49,49,Gabriel Jesus,56000000,BRA,FW,Manchester City,Premier Leauge,22.0,56.0,22.0,2540.0,17.0,8.0,1.0,2.0,3.0,0.0,0.6,0.28,0.88,25.0,0.0,1.0,117.0,56.0,0.0,47.86,4.15,1.98,0.15,0.3,32.0,24.0,5.0,22.7,572.0,174.0,30.42,37.0,5.0,32.0,13.0,7.0,725.0,850.0,85.29,1284.0,65.0,109.0,59.63,69.0
50,50,Arthur,56000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,Ousmane Dembélé,56000000,FRA,FW,Barcelona,La Liga,22.0,34.0,23.0,2018.0,9.0,5.0,0.0,0.0,2.0,1.0,0.4,0.22,0.62,14.0,0.0,0.0,43.0,18.0,0.0,41.86,1.92,0.8,0.21,0.5,19.0,10.0,6.0,0.0,408.0,92.0,22.55,19.0,0.0,19.0,5.0,3.0,991.0,1279.0,77.48,1557.0,105.0,163.0,64.42,111.0
52,52,Lucas Hernández,56000000,FRA,DF,Bayern Munich,Bundesliga,23.0,33.0,23.0,2037.0,1.0,1.0,0.0,0.0,8.0,0.0,0.04,0.04,0.08,2.0,0.0,0.0,8.0,2.0,0.0,25.0,0.35,0.09,0.12,0.5,49.0,30.0,27.0,60.0,267.0,94.0,35.21,41.0,11.0,30.0,30.0,92.0,1178.0,1375.0,85.67,1614.0,17.0,22.0,77.27,19.0
53,53,José Giménez,56000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,Ederson,56000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,Fabinho,56000000,BRA,MF,Liverpool,Premier Leauge,25.0,50.0,38.0,3646.0,3.0,4.0,0.0,0.0,11.0,0.0,0.07,0.1,0.17,7.0,0.0,0.0,28.0,8.0,2.0,28.57,0.69,0.2,0.11,0.38,127.0,82.0,37.0,35.1,825.0,254.0,30.79,73.0,8.0,65.0,61.0,79.0,2569.0,2961.0,86.76,3372.0,23.0,30.0,76.67,26.0
56,56,Harry Maguire,56000000,ENG,DF,Manchester Utd,Premier Leauge,26.0,63.0,63.0,5476.0,4.0,1.0,0.0,0.0,10.0,1.0,0.07,0.02,0.09,5.0,0.0,0.0,58.0,19.0,0.0,32.76,0.95,0.31,0.07,0.21,72.0,44.0,20.0,38.7,386.0,135.0,34.97,86.0,41.0,45.0,102.0,372.0,3349.0,3851.0,86.96,4544.0,27.0,32.0,84.38,27.0
57,57,Kalidou Koulibaly,56000000,SEN,DF,Napoli,Serie A,28.0,52.0,51.0,4517.0,2.0,2.0,0.0,0.0,14.0,2.0,0.04,0.04,0.08,4.0,0.0,0.0,35.0,10.0,0.0,28.57,0.7,0.2,0.06,0.2,111.0,73.0,38.0,64.3,481.0,164.0,34.1,107.0,55.0,52.0,65.0,209.0,3363.0,3759.0,89.47,4285.0,20.0,29.0,68.97,21.0
58,58,Philippe Coutinho,56000000,BRA,"MF,FW",Bayern Munich,Bundesliga,27.0,57.0,37.0,3429.0,13.0,8.0,1.0,1.0,2.0,0.0,0.34,0.21,0.55,21.0,1.0,1.0,123.0,57.0,2.0,46.34,3.23,1.5,0.11,0.23,46.0,37.0,10.0,25.0,605.0,186.0,30.74,51.0,5.0,46.0,18.0,9.0,1969.0,2331.0,84.47,2837.0,108.0,170.0,63.53,118.0
59,59,Pierre-Emerick Aubameyang,56000000,GAB,FW,Arsenal,Premier Leauge,30.0,66.0,60.0,5380.0,41.0,7.0,5.0,6.0,3.0,1.0,0.69,0.12,0.81,48.0,1.0,1.0,168.0,69.0,1.0,41.07,2.81,1.15,0.24,0.59,56.0,34.0,16.0,25.0,1113.0,267.0,23.99,89.0,2.0,87.0,18.0,29.0,1057.0,1516.0,69.72,2168.0,53.0,102.0,51.96,60.0
60,60,Robert Lewandowski,56000000,POL,FW,Bayern Munich,Bundesliga,30.0,64.0,64.0,5716.0,56.0,11.0,8.0,9.0,7.0,0.0,0.88,0.17,1.05,67.0,5.0,5.0,272.0,108.0,2.0,39.71,4.28,1.7,0.21,0.52,31.0,21.0,4.0,11.8,809.0,262.0,32.39,32.0,9.0,23.0,11.0,28.0,1191.0,1547.0,76.99,2363.0,118.0,189.0,62.43,133.0
61,61,Achraf Hakimi,54000000,MAR,WB,Dortmund,Bundesliga,20.0,54.0,48.0,4455.0,7.0,14.0,0.0,0.0,9.0,0.0,0.14,0.28,0.42,21.0,0.0,0.0,59.0,25.0,3.0,42.37,1.19,0.51,0.12,0.28,93.0,57.0,40.0,33.8,721.0,237.0,32.87,86.0,5.0,81.0,58.0,71.0,3403.0,4003.0,85.01,4657.0,104.0,179.0,58.1,117.0
62,62,Federico Valverde,54000000,URU,"MF,FW",Real Madrid,La Liga,21.0,43.0,24.0,2271.0,2.0,5.0,0.0,0.0,5.0,0.0,0.08,0.2,0.28,7.0,0.0,0.0,27.0,10.0,0.0,37.04,1.07,0.4,0.07,0.2,47.0,27.0,14.0,37.0,471.0,122.0,25.9,47.0,5.0,42.0,42.0,25.0,1174.0,1340.0,87.61,1591.0,24.0,47.0,51.06,30.0
63,63,Christian Pulisic,54000000,USA,FW,Chelsea,Premier Leauge,20.0,39.0,23.0,2220.0,11.0,6.0,0.0,0.0,2.0,0.0,0.45,0.24,0.69,17.0,0.0,0.0,76.0,30.0,0.0,39.47,3.08,1.22,0.14,0.37,37.0,23.0,14.0,35.5,459.0,130.0,28.32,36.0,4.0,32.0,10.0,17.0,842.0,1090.0,77.25,1542.0,89.0,144.0,61.81,97.0
64,64,Tanguy Ndombélé,52000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,Richarlison,52000000,BRA,FW,Everton,Premier Leauge,22.0,65.0,62.0,5241.0,24.0,4.0,0.0,0.0,10.0,1.0,0.41,0.07,0.48,28.0,0.0,0.0,169.0,56.0,0.0,33.14,2.9,0.96,0.14,0.43,113.0,71.0,27.0,34.6,1264.0,336.0,26.58,62.0,10.0,52.0,26.0,75.0,1011.0,1543.0,65.52,2530.0,101.0,173.0,58.38,114.0
66,66,Nicolas Pépé,52000000,CIV,FW,Arsenal,Premier Leauge,24.0,65.0,56.0,5073.0,27.0,17.0,10.0,11.0,4.0,0.0,0.48,0.3,0.78,44.0,1.0,1.0,155.0,66.0,6.0,42.58,2.75,1.17,0.17,0.41,55.0,35.0,13.0,45.0,911.0,222.0,24.37,55.0,2.0,53.0,21.0,8.0,1547.0,2022.0,76.51,2918.0,185.0,321.0,57.63,200.0
67,67,Marquinhos,52000000,BRA,"MF,DF",Paris S-G,Ligue1,25.0,49.0,45.0,4169.0,6.0,3.0,0.0,0.0,3.0,1.0,0.13,0.06,0.19,9.0,0.0,0.0,24.0,6.0,0.0,25.0,0.52,0.13,0.25,1.0,94.0,60.0,42.0,44.4,731.0,246.0,33.65,92.0,26.0,66.0,65.0,137.0,3300.0,3558.0,92.75,3969.0,19.0,24.0,79.17,21.0
68,68,Jorginho,52000000,ITA,MF,Chelsea,Premier Leauge,27.0,63.0,60.0,5167.0,6.0,2.0,4.0,4.0,18.0,0.0,0.1,0.03,0.13,8.0,3.0,3.0,28.0,7.0,0.0,25.0,0.49,0.12,0.21,0.86,134.0,93.0,55.0,32.9,1137.0,345.0,30.34,91.0,13.0,78.0,123.0,60.0,4309.0,4868.0,88.52,5386.0,32.0,44.0,72.73,35.0
69,69,Miralem Pjanic,52000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,Sergio Agüero,52000000,ARG,FW,Manchester City,Premier Leauge,31.0,57.0,49.0,3911.0,37.0,11.0,4.0,5.0,5.0,0.0,0.85,0.25,1.1,48.0,2.0,3.0,191.0,66.0,0.0,34.55,4.4,1.52,0.19,0.56,24.0,19.0,5.0,16.7,684.0,179.0,26.17,37.0,8.0,29.0,11.0,4.0,949.0,1152.0,82.38,1714.0,56.0,100.0,56.0,60.0
71,71,Leon Goretzka,50000000,GER,MF,Bayern Munich,Bundesliga,24.0,54.0,40.0,3535.0,14.0,9.0,0.0,0.0,5.0,0.0,0.36,0.23,0.59,23.0,0.0,0.0,92.0,35.0,0.0,38.04,2.34,0.89,0.15,0.4,64.0,45.0,14.0,15.4,629.0,184.0,29.25,48.0,8.0,40.0,50.0,25.0,1836.0,2110.0,87.01,2486.0,37.0,55.0,67.27,41.0
72,72,Houssem Aouar,49500000,FRA,MF,Lyon,Ligue1,21.0,62.0,58.0,5017.0,10.0,11.0,0.0,0.0,5.0,0.0,0.18,0.2,0.38,21.0,0.0,0.0,117.0,40.0,2.0,34.19,2.1,0.72,0.09,0.25,85.0,55.0,15.0,10.7,983.0,263.0,26.75,61.0,6.0,55.0,45.0,32.0,2712.0,3145.0,86.23,3838.0,132.0,207.0,63.77,144.0
73,73,Declan Rice,49500000,ENG,MF,West Ham,Premier Leauge,20.0,66.0,66.0,5883.0,2.0,2.0,0.0,0.0,10.0,0.0,0.03,0.03,0.06,4.0,0.0,0.0,43.0,13.0,0.0,30.23,0.66,0.2,0.05,0.15,202.0,149.0,60.0,32.2,1515.0,431.0,28.45,116.0,20.0,96.0,115.0,115.0,2614.0,3022.0,86.5,3621.0,60.0,77.0,77.92,62.0
